cam_id,frame_id,timestamp_ms,track_id,bbox_x,bbox_y,bbox_w,bbox_h,confidence,class_id,utm_x,utm_y,speed_kmh,polygon_type,polygon_geometry
0003,9,1693574568264,1,272.5,182.2,118.50,82.20,0.86,1,451230.00,4923450.00,24,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,9,1693574568264,2,430.8,147.7,95.30,108.45,0.91,0,451240.00,4923460.00,2.5,crosswalk,"POLYGON((451200.0 4923400.0,451280.0 4923400.0,451280.0 4923480.0,451200.0 4923480.0,451200.0 4923400.0))"
0003,9,1693574568264,3,570.8,232.4,65.40,76.50,0.79,5,451260.00,4923470.00,10.5,bikeLane,"POLYGON((451250.0 4923470.0,451290.0 4923470.0,451290.0 4923490.0,451250.0 4923490.0,451250.0 4923470.0))"
0003,9,1693574568264,4,183.2,290.6,140.50,220.80,0.88,3,451180.00,4923500.00,30.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,10,1693574568297,1,275,183,118.50,82.20,0.86,1,451230.00,4923450.00,15,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,10,1693574568297,2,432,148,95.30,108.45,0.91,0,451240.00,4923460.00,4.5,crosswalk,"POLYGON((451200.0 4923400.0,451280.0 4923400.0,451280.0 4923480.0,451200.0 4923480.0,451200.0 4923400.0))"
0003,10,1693574568297,3,572.6,232.8,65.40,76.50,0.79,5,451260.00,4923470.00,13.5,bikeLane,"POLYGON((451250.0 4923470.0,451290.0 4923470.0,451290.0 4923490.0,451250.0 4923490.0,451250.0 4923470.0))"
0003,10,1693574568297,4,186.4,291.2,140.50,220.80,0.88,3,451180.00,4923500.00,32.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,11,1693574568330,1,277.5,183.8,118.50,82.20,0.86,1,451230.00,4923450.00,16,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,11,1693574568330,2,433.2,148.3,95.30,108.45,0.91,0,451240.00,4923460.00,2.5,crosswalk,"POLYGON((451200.0 4923400.0,451280.0 4923400.0,451280.0 4923480.0,451200.0 4923480.0,451200.0 4923400.0))"
0003,11,1693574568330,3,574.4,233.2,65.40,76.50,0.79,5,451260.00,4923470.00,11.5,bikeLane,"POLYGON((451250.0 4923470.0,451290.0 4923470.0,451290.0 4923490.0,451250.0 4923490.0,451250.0 4923470.0))"
0003,11,1693574568330,4,189.6,291.8,140.50,220.80,0.88,3,451180.00,4923500.00,27.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,12,1693574568363,1,280,184.6,118.50,82.20,0.86,1,451230.00,4923450.00,17,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,12,1693574568363,2,434.4,148.6,95.30,108.45,0.91,0,451240.00,4923460.00,4.5,crosswalk,"POLYGON((451200.0 4923400.0,451280.0 4923400.0,451280.0 4923480.0,451200.0 4923480.0,451200.0 4923400.0))"
0003,12,1693574568363,3,576.2,233.6,65.40,76.50,0.79,5,451260.00,4923470.00,13.5,bikeLane,"POLYGON((451250.0 4923470.0,451290.0 4923470.0,451290.0 4923490.0,451250.0 4923490.0,451250.0 4923470.0))"
0003,12,1693574568363,4,192.8,292.4,140.50,220.80,0.88,3,451180.00,4923500.00,29.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,12,1693574568363,5,320,200,85.20,125.40,0.83,4,451300.00,4923520.00,39.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,13,1693574568396,1,282.5,185.4,118.50,82.20,0.86,1,451230.00,4923450.00,18,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,13,1693574568396,2,435.6,148.9,95.30,108.45,0.91,0,451240.00,4923460.00,2.5,crosswalk,"POLYGON((451200.0 4923400.0,451280.0 4923400.0,451280.0 4923480.0,451200.0 4923480.0,451200.0 4923400.0))"
0003,13,1693574568396,3,578,234,65.40,76.50,0.79,5,451260.00,4923470.00,9.5,bikeLane,"POLYGON((451250.0 4923470.0,451290.0 4923470.0,451290.0 4923490.0,451250.0 4923490.0,451250.0 4923470.0))"
0003,13,1693574568396,4,196,293,140.50,220.80,0.88,3,451180.00,4923500.00,22.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,13,1693574568396,5,322.8,200.5,85.20,125.40,0.83,4,451300.00,4923520.00,25.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,14,1693574568429,1,285,186.2,118.50,82.20,0.86,1,451230.00,4923450.00,19,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,14,1693574568429,2,436.8,149.2,95.30,108.45,0.91,0,451240.00,4923460.00,0.5,crosswalk,"POLYGON((451200.0 4923400.0,451280.0 4923400.0,451280.0 4923480.0,451200.0 4923480.0,451200.0 4923400.0))"
0003,14,1693574568429,3,579.8,234.4,65.40,76.50,0.79,5,451260.00,4923470.00,8.5,bikeLane,"POLYGON((451250.0 4923470.0,451290.0 4923470.0,451290.0 4923490.0,451250.0 4923490.0,451250.0 4923470.0))"
0003,14,1693574568429,4,199.2,293.6,140.50,220.80,0.88,3,451180.00,4923500.00,26.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,14,1693574568429,5,325.6,201,85.20,125.40,0.83,4,451300.00,4923520.00,37.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,15,1693574568462,1,287.5,187,118.50,82.20,0.86,1,451230.00,4923450.00,20,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,15,1693574568462,2,438,149.5,95.30,108.45,0.91,0,451240.00,4923460.00,1.5,crosswalk,"POLYGON((451200.0 4923400.0,451280.0 4923400.0,451280.0 4923480.0,451200.0 4923480.0,451200.0 4923400.0))"
0003,15,1693574568462,3,581.6,234.8,65.40,76.50,0.79,5,451260.00,4923470.00,14.5,bikeLane,"POLYGON((451250.0 4923470.0,451290.0 4923470.0,451290.0 4923490.0,451250.0 4923490.0,451250.0 4923470.0))"
0003,15,1693574568462,4,202.4,294.2,140.50,220.80,0.88,3,451180.00,4923500.00,28.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,15,1693574568462,5,328.4,201.5,85.20,125.40,0.83,4,451300.00,4923520.00,26.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,16,1693574568495,1,290,187.8,118.50,82.20,0.86,1,451230.00,4923450.00,21,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,16,1693574568495,3,583.4,235.2,65.40,76.50,0.79,5,451260.00,4923470.00,11.5,bikeLane,"POLYGON((451250.0 4923470.0,451290.0 4923470.0,451290.0 4923490.0,451250.0 4923490.0,451250.0 4923470.0))"
0003,16,1693574568495,4,205.6,294.8,140.50,220.80,0.88,3,451180.00,4923500.00,30.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,16,1693574568495,5,331.2,202,85.20,125.40,0.83,4,451300.00,4923520.00,34.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,17,1693574568528,1,292.5,188.6,118.50,82.20,0.86,1,451230.00,4923450.00,22,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,17,1693574568528,3,585.2,235.6,65.40,76.50,0.79,5,451260.00,4923470.00,12.5,bikeLane,"POLYGON((451250.0 4923470.0,451290.0 4923470.0,451290.0 4923490.0,451250.0 4923490.0,451250.0 4923470.0))"
0003,17,1693574568528,4,208.8,295.4,140.50,220.80,0.88,3,451180.00,4923500.00,32.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,17,1693574568528,5,334,202.5,85.20,125.40,0.83,4,451300.00,4923520.00,39.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,18,1693574568561,1,295,189.4,118.50,82.20,0.86,1,451230.00,4923450.00,23,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,18,1693574568561,3,587,236,65.40,76.50,0.79,5,451260.00,4923470.00,10.5,bikeLane,"POLYGON((451250.0 4923470.0,451290.0 4923470.0,451290.0 4923490.0,451250.0 4923490.0,451250.0 4923470.0))"
0003,18,1693574568561,4,212,296,140.50,220.80,0.88,3,451180.00,4923500.00,30.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,18,1693574568561,5,336.8,203,85.20,125.40,0.83,4,451300.00,4923520.00,35.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,18,1693574568561,6,480,160,88.30,105.60,0.85,0,451460.00,4923440.00,4.5,crosswalk,"POLYGON((451200.0 4923400.0,451280.0 4923400.0,451280.0 4923480.0,451200.0 4923480.0,451200.0 4923400.0))"
0003,19,1693574568594,1,297.5,190.2,118.50,82.20,0.86,1,451230.00,4923450.00,24,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,19,1693574568594,3,588.8,236.4,65.40,76.50,0.79,5,451260.00,4923470.00,14.5,bikeLane,"POLYGON((451250.0 4923470.0,451290.0 4923470.0,451290.0 4923490.0,451250.0 4923490.0,451250.0 4923470.0))"
0003,19,1693574568594,4,215.2,296.6,140.50,220.80,0.88,3,451180.00,4923500.00,33.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,19,1693574568594,5,339.6,203.5,85.20,125.40,0.83,4,451300.00,4923520.00,30.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,19,1693574568594,6,481.1,160.2,88.30,105.60,0.85,0,451460.00,4923440.00,2.5,crosswalk,"POLYGON((451200.0 4923400.0,451280.0 4923400.0,451280.0 4923480.0,451200.0 4923480.0,451200.0 4923400.0))"
0003,20,1693574568627,1,300,191,118.50,82.20,0.86,1,451230.00,4923450.00,15,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,20,1693574568627,3,590.6,236.8,65.40,76.50,0.79,5,451260.00,4923470.00,8.5,bikeLane,"POLYGON((451250.0 4923470.0,451290.0 4923470.0,451290.0 4923490.0,451250.0 4923490.0,451250.0 4923470.0))"
0003,20,1693574568627,4,218.4,297.2,140.50,220.80,0.88,3,451180.00,4923500.00,21.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,20,1693574568627,5,342.4,204,85.20,125.40,0.83,4,451300.00,4923520.00,27.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,20,1693574568627,6,482.2,160.4,88.30,105.60,0.85,0,451460.00,4923440.00,5.5,crosswalk,"POLYGON((451200.0 4923400.0,451280.0 4923400.0,451280.0 4923480.0,451200.0 4923480.0,451200.0 4923400.0))"
0003,21,1693574568660,1,302.5,191.8,118.50,82.20,0.86,1,451230.00,4923450.00,16,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,21,1693574568660,3,592.4,237.2,65.40,76.50,0.79,5,451260.00,4923470.00,9.5,bikeLane,"POLYGON((451250.0 4923470.0,451290.0 4923470.0,451290.0 4923490.0,451250.0 4923490.0,451250.0 4923470.0))"
0003,21,1693574568660,4,221.6,297.8,140.50,220.80,0.88,3,451180.00,4923500.00,33.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,21,1693574568660,5,345.2,204.5,85.20,125.40,0.83,4,451300.00,4923520.00,30.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,21,1693574568660,6,483.3,160.6,88.30,105.60,0.85,0,451460.00,4923440.00,3.5,crosswalk,"POLYGON((451200.0 4923400.0,451280.0 4923400.0,451280.0 4923480.0,451200.0 4923480.0,451200.0 4923400.0))"
0003,22,1693574568693,1,305,192.6,118.50,82.20,0.86,1,451230.00,4923450.00,17,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,22,1693574568693,3,594.2,237.6,65.40,76.50,0.79,5,451260.00,4923470.00,9.5,bikeLane,"POLYGON((451250.0 4923470.0,451290.0 4923470.0,451290.0 4923490.0,451250.0 4923490.0,451250.0 4923470.0))"
0003,22,1693574568693,4,224.8,298.4,140.50,220.80,0.88,3,451180.00,4923500.00,30.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,22,1693574568693,5,348,205,85.20,125.40,0.83,4,451300.00,4923520.00,33.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,22,1693574568693,6,484.4,160.8,88.30,105.60,0.85,0,451460.00,4923440.00,4.5,crosswalk,"POLYGON((451200.0 4923400.0,451280.0 4923400.0,451280.0 4923480.0,451200.0 4923480.0,451200.0 4923400.0))"
0003,23,1693574568726,1,307.5,193.4,118.50,82.20,0.86,1,451230.00,4923450.00,18,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,23,1693574568726,3,596,238,65.40,76.50,0.79,5,451260.00,4923470.00,8.5,bikeLane,"POLYGON((451250.0 4923470.0,451290.0 4923470.0,451290.0 4923490.0,451250.0 4923490.0,451250.0 4923470.0))"
0003,23,1693574568726,4,228,299,140.50,220.80,0.88,3,451180.00,4923500.00,33.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,23,1693574568726,5,350.8,205.5,85.20,125.40,0.83,4,451300.00,4923520.00,39.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,23,1693574568726,6,485.5,161,88.30,105.60,0.85,0,451460.00,4923440.00,5.5,crosswalk,"POLYGON((451200.0 4923400.0,451280.0 4923400.0,451280.0 4923480.0,451200.0 4923480.0,451200.0 4923400.0))"
0003,24,1693574568759,1,310,194.2,118.50,82.20,0.86,1,451230.00,4923450.00,19,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,24,1693574568759,3,597.8,238.4,65.40,76.50,0.79,5,451260.00,4923470.00,13.5,bikeLane,"POLYGON((451250.0 4923470.0,451290.0 4923470.0,451290.0 4923490.0,451250.0 4923490.0,451250.0 4923470.0))"
0003,24,1693574568759,4,231.2,299.6,140.50,220.80,0.88,3,451180.00,4923500.00,23.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,24,1693574568759,5,353.6,206,85.20,125.40,0.83,4,451300.00,4923520.00,32.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,24,1693574568759,6,486.6,161.2,88.30,105.60,0.85,0,451460.00,4923440.00,2.5,crosswalk,"POLYGON((451200.0 4923400.0,451280.0 4923400.0,451280.0 4923480.0,451200.0 4923480.0,451200.0 4923400.0))"
0003,25,1693574568792,1,312.5,195,118.50,82.20,0.86,1,451230.00,4923450.00,20,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,25,1693574568792,3,599.6,238.8,65.40,76.50,0.79,5,451260.00,4923470.00,9.5,bikeLane,"POLYGON((451250.0 4923470.0,451290.0 4923470.0,451290.0 4923490.0,451250.0 4923490.0,451250.0 4923470.0))"
0003,25,1693574568792,4,234.4,300.2,140.50,220.80,0.88,3,451180.00,4923500.00,30.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,25,1693574568792,5,356.4,206.5,85.20,125.40,0.83,4,451300.00,4923520.00,31.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,25,1693574568792,6,487.7,161.4,88.30,105.60,0.85,0,451460.00,4923440.00,3.5,crosswalk,"POLYGON((451200.0 4923400.0,451280.0 4923400.0,451280.0 4923480.0,451200.0 4923480.0,451200.0 4923400.0))"
0003,26,1693574568825,1,315,195.8,118.50,82.20,0.86,1,451230.00,4923450.00,21,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,26,1693574568825,4,237.6,300.8,140.50,220.80,0.88,3,451180.00,4923500.00,26.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,26,1693574568825,5,359.2,207,85.20,125.40,0.83,4,451300.00,4923520.00,31.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,26,1693574568825,6,488.8,161.6,88.30,105.60,0.85,0,451460.00,4923440.00,4.5,crosswalk,"POLYGON((451200.0 4923400.0,451280.0 4923400.0,451280.0 4923480.0,451200.0 4923480.0,451200.0 4923400.0))"
0003,27,1693574568858,1,317.5,196.6,118.50,82.20,0.86,1,451230.00,4923450.00,22,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,27,1693574568858,4,240.8,301.4,140.50,220.80,0.88,3,451180.00,4923500.00,29.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,27,1693574568858,5,362,207.5,85.20,125.40,0.83,4,451300.00,4923520.00,34.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,27,1693574568858,6,489.9,161.8,88.30,105.60,0.85,0,451460.00,4923440.00,3.5,crosswalk,"POLYGON((451200.0 4923400.0,451280.0 4923400.0,451280.0 4923480.0,451200.0 4923480.0,451200.0 4923400.0))"
0003,28,1693574568891,1,320,197.4,118.50,82.20,0.86,1,451230.00,4923450.00,23,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,28,1693574568891,4,244,302,140.50,220.80,0.88,3,451180.00,4923500.00,28.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,28,1693574568891,5,364.8,208,85.20,125.40,0.83,4,451300.00,4923520.00,36.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,28,1693574568891,6,491,162,88.30,105.60,0.85,0,451460.00,4923440.00,3.5,crosswalk,"POLYGON((451200.0 4923400.0,451280.0 4923400.0,451280.0 4923480.0,451200.0 4923480.0,451200.0 4923400.0))"
0003,29,1693574568924,1,322.5,198.2,118.50,82.20,0.86,1,451230.00,4923450.00,24,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,29,1693574568924,4,247.2,302.6,140.50,220.80,0.88,3,451180.00,4923500.00,25.5,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
0003,29,1693574568924,6,492.1,162.2,88.30,105.60,0.85,0,451460.00,4923440.00,5.5,crosswalk,"POLYGON((451200.0 4923400.0,451280.0 4923400.0,451280.0 4923480.0,451200.0 4923480.0,451200.0 4923400.0))"
0003,30,1693574568957,1,325,199,118.50,82.20,0.86,1,451230.00,4923450.00,15,road,"POLYGON((450230.0 4922450.0,450330.0 4922450.0,450330.0 4922550.0,450230.0 4922550.0,450230.0 4922450.0))"
